"INST
CODE",INSTITUTE NAME,PLACE,DIST,COED,TYPE,"YEAR OF
ESTB",BRANCH NAME,,"OC
BOYS","OC
GIRLS","BC_A
BOYS","BC_A
GIRLS","BC_B
BOYS","BC_B
GIRLS","BC_C
BOYS","BC_C
GIRLS","BC_D
BOYS","BC_D
GIRLS","BC_E
BOYS","BC_E
GIRLS","SC
BOYS","SC
GIRLS","ST
BOYS","ST
GIRLS","EWS
GEN OU","EWS
GIRLS OU","TUITION
FEE",AFFILIATED
METH,"METHODIST COLLEGE OF
ENGINEERING AND TECHNOLOGY
(AUTONOMOUS)",ABIDS,HYD,COED,PVT,2008,CIV,,65358,112089,94678,112089,113113,113113,65358,112089,113713,113713,84867,112089,120562,120562,103984,112089,65358,112089,69000,OU
METH,"METHODIST COLLEGE OF
ENGINEERING AND TECHNOLOGY
(AUTONOMOUS)",ABIDS,HYD,COED,PVT,2008,CSE,,25694,27525,58932,64338,36818,46235,25694,27525,42587,42587,37377,44383,64519,71032,57572,68632,41373,44424,69000,OU
METH,"METHODIST COLLEGE OF
ENGINEERING AND TECHNOLOGY
(AUTONOMOUS)",ABIDS,HYD,COED,PVT,2008,ECE,,54605,59422,110235,112753,103933,112783,54605,59422,106459,106459,72301,72301,120874,120874,121108,121108,91491,91491,69000,OU
METH,"METHODIST COLLEGE OF
ENGINEERING AND TECHNOLOGY
(AUTONOMOUS)",ABIDS,HYD,COED,PVT,2008,EEE,,88690,88690,88690,88690,112306,112306,88690,88690,88690,88690,89130,89130,120692,120692,111335,111335,88690,88690,69000,OU
METH,"METHODIST COLLEGE OF
ENGINEERING AND TECHNOLOGY
(AUTONOMOUS)",ABIDS,HYD,COED,PVT,2008,MEC,,117528,117528,117528,117528,117528,117528,117528,117528,117528,117528,117528,117528,117528,117528,117528,117528,117528,117528,69000,OU
MGHA,"MEGHA INST OF ENGG AND
TECHNOLOGY FOR WOMEN",GHATKESAR,MDL,GIRLS,PVT,2008,AID,,NA,105903,NA,105903,NA,112085,NA,105903,NA,107848,NA,105903,NA,117896,NA,121260,NA,105903,54000,JNTUH
MGHA,"MEGHA INST OF ENGG AND
TECHNOLOGY FOR WOMEN",GHATKESAR,MDL,GIRLS,PVT,2008,CIV,,NA,98801,NA,98801,NA,98801,NA,98801,NA,98801,NA,98801,NA,112829,NA,107784,NA,98801,54000,JNTUH
MGHA,"MEGHA INST OF ENGG AND
TECHNOLOGY FOR WOMEN",GHATKESAR,MDL,GIRLS,PVT,2008,CSE,,NA,38442,NA,111454,NA,70856,NA,89466,NA,89832,NA,110179,NA,117594,NA,119167,NA,87413,54000,JNTUH
MGHA,"MEGHA INST OF ENGG AND
TECHNOLOGY FOR WOMEN",GHATKESAR,MDL,GIRLS,PVT,2008,ECE,,NA,41977,NA,114631,NA,113542,NA,92692,NA,106691,NA,106918,NA,119388,NA,120487,NA,97057,54000,JNTUH
MGHA,"MEGHA INST OF ENGG AND
TECHNOLOGY FOR WOMEN",GHATKESAR,MDL,GIRLS,PVT,2008,EEE,,NA,108011,NA,108011,NA,108011,NA,108011,NA,108011,NA,108011,NA,108011,NA,120528,NA,108011,54000,JNTUH
MGIT,"MAHATMA GANDHI INSTITUTE OF
TECHNOLOGY",GANDIPET,RR,COED,PVT,1997,CIV,,25449,25449,87216,87216,104748,104748,55116,55116,47473,83097,38568,69199,83593,117610,51773,75875,101820,101820,108000,JNTUH
MGIT,"MAHATMA GANDHI INSTITUTE OF
TECHNOLOGY",GANDIPET,RR,COED,PVT,1997,CSB,,8934,11439,24708,24708,16148,16148,8934,11439,13252,19636,21777,21777,46412,46412,35832,45573,10148,12286,108000,JNTUH
MGIT,"MAHATMA GANDHI INSTITUTE OF
TECHNOLOGY",GANDIPET,RR,COED,PVT,1997,CSD,,5250,9334,21529,21529,13178,14206,9744,9744,11726,17404,18955,33179,30449,32715,25760,25760,9685,9685,108000,JNTUH
MGIT,"MAHATMA GANDHI INSTITUTE OF
TECHNOLOGY",GANDIPET,RR,COED,PVT,1997,CSE,,7103,7297,18553,20518,10566,13142,34473,37941,11091,14752,15014,15014,25626,26228,21432,29928,8945,8945,108000,JNTUH
MGIT,"MAHATMA GANDHI INSTITUTE OF
TECHNOLOGY",GANDIPET,RR,COED,PVT,1997,CSM,,7413,9057,16385,17097,12585,14372,7413,9057,11670,13526,15691,27437,29713,33903,18698,36432,7413,9196,108000,JNTUH
MGIT,"MAHATMA GANDHI INSTITUTE OF
TECHNOLOGY",GANDIPET,RR,COED,PVT,1997,ECE,,14537,14703,28042,53497,25622,25622,66650,77346,21113,27733,31276,54015,50095,58031,38544,42759,18889,20435,108000,JNTUH
MGIT,"MAHATMA GANDHI INSTITUTE OF
TECHNOLOGY",GANDIPET,RR,COED,PVT,1997,EEE,,28021,28021,110749,110766,83730,103019,28021,28021,52170,61594,62800,62800,61021,75978,46643,118524,34465,73539,108000,JNTUH
MGIT,"MAHATMA GANDHI INSTITUTE OF
TECHNOLOGY",GANDIPET,RR,COED,PVT,1997,INF,,9491,10500,25332,25332,15718,17266,9491,65082,15003,16879,19127,32011,33352,40203,30992,41508,10623,10623,108000,JNTUH
MGIT,"MAHATMA GANDHI INSTITUTE OF
TECHNOLOGY",GANDIPET,RR,COED,PVT,1997,MCT,,35480,57925,66936,66936,109250,109250,35480,57925,115139,115139,75943,75943,118321,118321,119407,119407,70092,70092,108000,JNTUH
MGIT,"MAHATMA GANDHI INSTITUTE OF
TECHNOLOGY",GANDIPET,RR,COED,PVT,1997,MEC,,62466,62466,112605,112605,90595,109360,62466,62466,63960,114226,62466,62466,71752,115986,62466,62466,62466,62466,108000,JNTUH
MGIT,"MAHATMA GANDHI INSTITUTE OF
TECHNOLOGY",GANDIPET,RR,COED,PVT,1997,MMT,,28202,28202,105819,105819,28202,81100,28202,28202,93206,93206,28202,28202,120398,120398,120287,120287,28202,28202,108000,JNTUH
"MGUNS
F","MGU COLLEGE OF ENGINEERING
AND TECHNOLOGY",NALGONDA,NLG,COED,SF,2013,CSE,,30395,31085,59839,59839,48936,48936,30395,31085,52404,64597,64899,78187,90638,90638,71769,92759,85527,85527,45000,MGUN
"MGUNS
F","MGU COLLEGE OF ENGINEERING
AND TECHNOLOGY",NALGONDA,NLG,COED,SF,2013,ECE,,59311,59311,102166,114823,85971,89003,88905,88905,87975,90634,114414,114414,115758,115758,94663,94663,88113,88113,45000,MGUN
"MGUNS
F","MGU COLLEGE OF ENGINEERING
AND TECHNOLOGY",NALGONDA,NLG,COED,SF,2013,EEE,,120654,120654,120654,120654,120654,120654,120654,120654,120654,120654,120654,120654,120654,120654,120654,120654,120654,120654,45000,MGUN
MHVR,"MAHAVEER INSTITUTE OF SCI
AND TECHNOLOGY",BANDLAGUDA,HYD,COED,PVT,2001,ANE,,33309,33309,121009,121009,33309,113339,33309,33309,85831,89495,57818,57818,119895,119895,100881,115308,33309,33309,66000,JNTUH
MHVR,"MAHAVEER INSTITUTE OF SCI
AND TECHNOLOGY",BANDLAGUDA,HYD,COED,PVT,2001,CIV,,58897,73058,112775,112775,111244,111244,58897,73058,58897,73058,113612,113612,119138,119138,108174,108174,58897,73058,66000,JNTUH
MHVR,"MAHAVEER INSTITUTE OF SCI
AND TECHNOLOGY",BANDLAGUDA,HYD,COED,PVT,2001,CSE,,36576,36576,109428,110778,61041,85328,36576,36576,57141,66544,74480,74480,87318,112424,70587,115324,56699,57167,66000,JNTUH
MHVR,"MAHAVEER INSTITUTE OF SCI
AND TECHNOLOGY",BANDLAGUDA,HYD,COED,PVT,2001,CSM,,43608,43608,94273,94273,94401,101025,43608,43608,84166,100162,90818,90818,121140,121140,116532,121090,114861,114861,66000,JNTUH
MHVR,"MAHAVEER INSTITUTE OF SCI
AND TECHNOLOGY",BANDLAGUDA,HYD,COED,PVT,2001,ECE,,86309,86309,86309,86309,105661,105661,86309,86309,95026,102078,86309,113266,119994,119994,119879,120779,100886,100886,66000,JNTUH
MHVR,"MAHAVEER INSTITUTE OF SCI
AND TECHNOLOGY",BANDLAGUDA,HYD,COED,PVT,2001,EEE,,55055,70936,55055,83669,61572,70936,55055,70936,113039,113039,55055,70936,117257,117257,55055,70936,55055,70936,66000,JNTUH
MHVR,"MAHAVEER INSTITUTE OF SCI
AND TECHNOLOGY",BANDLAGUDA,HYD,COED,PVT,2001,INF,,119559,119559,119559,119559,119559,119559,119559,119559,119559,119559,119559,119559,119559,119559,119559,119559,119559,119559,66000,JNTUH
MHVR,"MAHAVEER INSTITUTE OF SCI
AND TECHNOLOGY",BANDLAGUDA,HYD,COED,PVT,2001,MEC,,50794,50794,50794,50794,50794,50794,50794,50794,50794,50794,50794,50794,109175,109175,50794,50794,50794,50794,66000,JNTUH
MINA,"MINA INST OF ENGG AND
TECHNOLOGY FOR WOMEN",MIRYALAGUDA,NLG,GIRLS,PVT,2008,CSE,,NA,99904,NA,99904,NA,119318,NA,99904,NA,119639,NA,121441,NA,116885,NA,99904,NA,99904,50000,JNTUH
MINA,"MINA INST OF ENGG AND
TECHNOLOGY FOR WOMEN",MIRYALAGUDA,NLG,GIRLS,PVT,2008,CSM,,NA,102956,NA,102956,NA,102956,NA,102956,NA,102956,NA,102956,NA,106224,NA,116999,NA,102956,50000,JNTUH
MINA,"MINA INST OF ENGG AND
TECHNOLOGY FOR WOMEN",MIRYALAGUDA,NLG,GIRLS,PVT,2008,ECE,,NA,119392,NA,119392,NA,119392,NA,119392,NA,119392,NA,119392,NA,119392,NA,120255,NA,119392,50000,JNTUH
MINA,"MINA INST OF ENGG AND
TECHNOLOGY FOR WOMEN",MIRYALAGUDA,NLG,GIRLS,PVT,2008,EEE,,NA,70494,NA,93473,NA,121475,NA,79673,NA,70494,NA,70494,NA,119688,NA,119554,NA,70494,50000,JNTUH
MIPK,"MOHAMMADIYA INSTITUTE OF
PHARMACY",KHAMMAM,KHM,COED,PVT,2007,PHM,,78598,78598,78598,78598,78598,78598,78598,78598,78598,78598,78598,78598,78598,78598,78598,78598,78598,78598,45000,KU
MIPM,MOONRAY INST OF PHARM SCI,RAIKAL,RR,COED,PVT,2007,PHM,,89112,89112,89112,89112,89112,89112,89112,89112,89112,89112,89112,89112,89112,89112,89112,89112,89112,89112,57000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,AIM,,31888,31888,51887,81012,48213,63558,31888,31888,37058,39485,61569,69666,114686,114686,38934,69003,32920,36914,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,ANE,,38540,43075,109384,109384,109786,115243,109375,109375,83925,84735,88971,88971,84206,89859,74983,74983,49149,68537,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,CSC,,28514,28514,58016,92727,40510,53694,43817,43817,40611,43012,76216,76216,89857,117795,72825,73392,32209,32209,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,CSD,,17747,18263,45215,60811,34114,39098,17747,18263,29220,29861,65910,65910,71083,107933,51336,51548,26414,26414,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,CSE,,15712,17363,31853,36642,29177,30047,28371,65790,25129,25129,31353,42865,53738,63343,44714,75093,18454,18915,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,CSI,,19670,19670,59900,82500,44640,45598,19670,42381,39453,39695,77524,77524,91879,91879,70700,70700,34332,37420,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,CSM,,22396,24462,49113,56630,33531,38358,22744,24462,28044,28702,56678,56678,69704,118520,49905,96531,23868,31536,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,ECE,,36021,36021,90041,98076,69620,114643,47307,103852,60035,60035,78893,105970,117021,120670,79532,119969,44168,49806,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,EEE,,121062,121062,121062,121062,121062,121062,121062,121062,121062,121062,121062,121062,121062,121062,121062,121062,121062,121062,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,INF,,30128,30128,60064,67016,46596,57650,59486,59486,41967,54353,68082,76407,84971,110999,72148,119767,36621,38565,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,MEC,,49991,102671,110770,110770,79774,106634,49991,102671,49991,102671,49991,102671,119285,119285,118556,118556,49991,102671,96000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG
TECHNOLOGY (AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,AID,,37618,47615,95355,111386,64180,86848,98616,98616,60078,73873,37618,94010,116230,120499,57594,83706,47098,48394,100000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG
TECHNOLOGY (AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,AIM,,32013,42208,115060,115060,68982,71393,32013,42208,60144,70647,104759,104759,117040,121337,87198,87198,37034,50257,100000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG
TECHNOLOGY (AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,ANE,,59289,90348,89033,115848,104381,120001,59289,90348,109596,109596,59289,90348,86618,117833,118385,119432,59289,90348,100000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG
TECHNOLOGY (AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,CSC,,15908,35355,49815,49815,47740,71096,15908,42290,49209,49209,74627,74627,76886,88262,63442,69750,33890,39208,100000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG
TECHNOLOGY (AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,CSD,,25908,25908,64036,82354,45554,56797,25908,25908,46372,49361,41194,41194,84359,107836,65876,113393,30987,30987,100000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG
TECHNOLOGY (AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,CSE,,21503,21503,40067,40067,32955,32955,53401,53401,29891,29891,35674,35674,53953,66140,41305,51370,25369,25369,100000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG
TECHNOLOGY (AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,CSM,,31710,32612,63481,110256,47344,50520,31710,51469,42845,50592,66147,66147,94994,94994,78196,92888,32842,33437,100000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG
TECHNOLOGY (AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,CSO,,28521,28521,76142,76142,79489,89262,28521,90952,85111,88706,106904,112521,118531,121032,110863,110863,46764,46764,100000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG
TECHNOLOGY (AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,ECE,,34724,38388,93388,114970,83858,103097,73562,110490,72171,98606,104740,104740,113633,121145,89961,118443,60206,60206,100000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG
TECHNOLOGY (AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,EEE,,120901,120901,120901,120901,120901,120901,120901,120901,120901,120901,120901,120901,120901,120901,120901,120901,120901,120901,100000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG
TECHNOLOGY (AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,INF,,28094,29969,63820,114203,68980,68980,35527,35527,52644,59236,78642,78642,102032,118751,81244,112451,36611,44627,100000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG
TECHNOLOGY (AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,MEC,,52605,73083,110914,110914,119893,119893,52605,73083,64583,96983,52605,73083,120962,120962,97921,97921,52605,73083,100000,JNTUH
MLRP,"MARRI LAXMAN REDDY
INSTITUTE OF PHARMACY",DUNDIGAL,MDL,COED,PVT,2007,PHM,,104248,104248,104248,104248,104248,104248,104248,104248,104248,104248,104248,104248,104248,104248,104248,104248,104248,104248,60000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF
TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,CIV,,121250,121250,121250,121250,121250,121250,121250,121250,121250,121250,121250,121250,121250,121250,121250,121250,121250,121250,80000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF
TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,CSC,,32416,33161,75275,75275,47217,58764,95041,95041,45471,45471,80559,80559,85599,117778,32416,110146,45025,45025,80000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF
TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,CSD,,40103,43335,108302,113209,64835,64835,40103,43335,58712,63628,61396,79016,118330,119276,98503,98503,46389,47745,80000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF
TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,CSE,,23673,23673,51301,52598,38414,42932,84364,84364,38395,39456,56414,56414,62821,68913,53339,66465,28065,30033,80000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF
TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,CSI,,40601,48495,66744,66744,66916,75743,40601,48495,57358,65285,64057,85163,116798,116798,98243,98243,45580,49850,80000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF
TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,CSM,,38595,43346,85127,101855,53807,75796,56785,61321,56148,60534,96747,96747,117585,118558,87768,87768,41895,44027,80000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF
TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,ECE,,44353,44353,103635,103635,106402,113954,76097,76097,89985,106147,92310,109055,116694,121012,113451,113451,55359,78957,80000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF
TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,EEE,,120941,120941,120941,120941,120941,120941,120941,120941,120941,120941,120941,120941,120941,120941,120941,120941,120941,120941,80000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF
TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,INF,,34095,34095,90559,90559,51335,82841,60279,62126,60003,60003,86610,95869,83486,119707,74264,74264,38829,39995,80000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF
TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,MEC,,24450,108989,83245,108989,113760,113760,24450,108989,108419,108989,99530,108989,108780,108989,97175,108989,57322,108989,80000,JNTUH
MLTM,"MALLA REDDY INSTITUTE OF
TECHNOLOGY",MAISAMMAGUDA,MDL,COED,PVT,2008,CSE,,45273,49435,96424,97184,68720,77333,70660,70660,69559,70617,92100,92100,107798,115285,75467,119997,65468,75437,60000,JNTUH
MNRP,M N R COLLEGE OF PHARMACY,SANGAREDDY,SRD,COED,PVT,2004,PHM,,36118,36118,36118,36118,36118,36118,36118,36118,36118,36118,36118,36118,36118,36118,36118,36118,36118,36118,65000,OU
MNRT,"MNRCOLLEGE OF ENGINEERING
AND TECHNOLOGY",SANGAREDDY,SRD,COED,PVT,2008,CSE,,61473,61473,91075,112795,110628,110628,61473,61473,72628,88889,102081,102081,81894,120939,103920,104918,61473,61473,57000,JNTUH
MNRT,"MNRCOLLEGE OF ENGINEERING
AND TECHNOLOGY",SANGAREDDY,SRD,COED,PVT,2008,ECE,,72558,72558,72558,72558,106174,108771,72558,72558,108439,108439,72558,72558,118253,119805,94798,94798,72558,72558,57000,JNTUH
MNRT,"MNRCOLLEGE OF ENGINEERING
AND TECHNOLOGY",SANGAREDDY,SRD,COED,PVT,2008,MEC,,121351,121351,121351,121351,121351,121351,121351,121351,121351,121351,121351,121351,121351,121351,121351,121351,121351,121351,57000,JNTUH
MOTK,"MOTHER TERESA INSTITUTE OF
SCI AND TECHNOLOGY",SATHUPALLY,KHM,COED,PVT,2001,CIV,,84272,84272,84272,84272,108105,108105,84272,84272,84272,84272,84272,84272,119345,119345,119992,119992,84272,84272,60000,JNTUH
MOTK,"MOTHER TERESA INSTITUTE OF
SCI AND TECHNOLOGY",SATHUPALLY,KHM,COED,PVT,2001,CSE,,61309,61309,99386,99386,62369,62369,80576,80576,73701,73701,82267,95896,105320,105320,112418,117895,92969,92969,60000,JNTUH
MOTK,"MOTHER TERESA INSTITUTE OF
SCI AND TECHNOLOGY",SATHUPALLY,KHM,COED,PVT,2001,CSM,,59463,59463,93442,93442,86006,98909,59463,59463,109180,109180,59463,59463,115942,115942,120612,120612,105907,105907,60000,JNTUH
MOTK,"MOTHER TERESA INSTITUTE OF
SCI AND TECHNOLOGY",SATHUPALLY,KHM,COED,PVT,2001,ECE,,66703,66703,87135,91153,108921,108921,66703,66703,108609,108609,111739,112927,114503,117596,115003,115003,111423,113838,60000,JNTUH
MOTK,"MOTHER TERESA INSTITUTE OF
SCI AND TECHNOLOGY",SATHUPALLY,KHM,COED,PVT,2001,EEE,,78790,78790,111403,111403,78790,78790,78790,78790,110940,110940,110784,110784,113960,120805,78790,110171,78790,78790,60000,JNTUH
MOTK,"MOTHER TERESA INSTITUTE OF
SCI AND TECHNOLOGY",SATHUPALLY,KHM,COED,PVT,2001,MEC,,71433,71433,111518,111518,71433,101633,71433,71433,97834,97834,71433,71433,71433,71433,71433,71433,71433,71433,60000,JNTUH
MOTK,"MOTHER TERESA INSTITUTE OF
SCI AND TECHNOLOGY",SATHUPALLY,KHM,COED,PVT,2001,MIN,,93694,93694,93694,93694,93694,93694,93694,93694,93694,93694,93694,93694,93694,93694,93694,93694,93694,93694,60000,JNTUH
MRCE,"MALLA REDDY COLLEGE OF
ENGINEERING",MYSAMMAGUDA,MDL,COED,PVT,2005,AID,,69159,71710,94633,105329,82647,89345,96668,96668,109100,110090,115055,115055,106927,107574,90912,106850,70939,71710,60000,JNTUH
MRCE,"MALLA REDDY COLLEGE OF
ENGINEERING",MYSAMMAGUDA,MDL,COED,PVT,2005,CSD,,70490,70490,115150,115150,114404,114475,99896,99896,93215,107250,112205,112205,120478,120478,120375,120375,76026,76026,60000,JNTUH
MRCE,"MALLA REDDY COLLEGE OF
ENGINEERING",MYSAMMAGUDA,MDL,COED,PVT,2005,CSE,,30685,30685,78201,113192,53809,71628,30685,99205,48067,59898,75464,86542,90138,105724,64578,107295,45431,46081,60000,JNTUH
MRCE,"MALLA REDDY COLLEGE OF
ENGINEERING",MYSAMMAGUDA,MDL,COED,PVT,2005,CSM,,52675,52675,109711,109711,83833,100783,93027,93363,96264,96264,97542,100031,120968,120968,120990,120990,71630,71630,60000,JNTUH
MRCE,"MALLA REDDY COLLEGE OF
ENGINEERING",MYSAMMAGUDA,MDL,COED,PVT,2005,ECE,,49081,49081,103087,108946,114598,114598,56074,56074,90723,101743,91892,110975,119320,121272,115470,115470,89375,104960,60000,JNTUH
MRCE,"MALLA REDDY COLLEGE OF
ENGINEERING",MYSAMMAGUDA,MDL,COED,PVT,2005,INF,,31393,31393,75325,83410,74954,108654,31393,89147,76732,88780,93875,93875,117831,117831,76003,107019,68586,68586,60000,JNTUH
MRCE,"MALLA REDDY COLLEGE OF
ENGINEERING",MYSAMMAGUDA,MDL,COED,PVT,2005,MEC,,72172,72172,72172,72172,72172,72172,72172,72172,87427,87427,72172,72172,72172,72172,72172,72172,114124,114124,60000,JNTUH
MRCP,"MALLA REDDY COLLEGE OF
PHARMACY",MAISAMMAGUDA,MDL,COED,PVT,2004,PHM,,109426,109426,109426,109426,109426,109426,109426,109426,109426,109426,109426,109426,109426,109426,109426,109426,109426,109426,60000,OU
MRCW,"MALLA REDDY ENGG COLLEGE
FOR WOMEN (AUTONOMOUS)",MAISAMMAGUDA,MDL,GIRLS,PVT,2008,CSC,,NA,30149,NA,57180,NA,51782,NA,39298,NA,47193,NA,81502,NA,119361,NA,93568,NA,39415,87000,JNTUH
MRCW,"MALLA REDDY ENGG COLLEGE
FOR WOMEN (AUTONOMOUS)",MAISAMMAGUDA,MDL,GIRLS,PVT,2008,CSD,,NA,23550,NA,57092,NA,43494,NA,23550,NA,44161,NA,67088,NA,116117,NA,100384,NA,27664,87000,JNTUH
MRCW,"MALLA REDDY ENGG COLLEGE
FOR WOMEN (AUTONOMOUS)",MAISAMMAGUDA,MDL,GIRLS,PVT,2008,CSE,,NA,17927,NA,44803,NA,33164,NA,98509,NA,28772,NA,45093,NA,59006,NA,60954,NA,24197,87000,JNTUH
MRCW,"MALLA REDDY ENGG COLLEGE
FOR WOMEN (AUTONOMOUS)",MAISAMMAGUDA,MDL,GIRLS,PVT,2008,CSM,,NA,20674,NA,54196,NA,31423,NA,20674,NA,34042,NA,73745,NA,101312,NA,52221,NA,25142,87000,JNTUH
MRCW,"MALLA REDDY ENGG COLLEGE
FOR WOMEN (AUTONOMOUS)",MAISAMMAGUDA,MDL,GIRLS,PVT,2008,CSO,,NA,42190,NA,83876,NA,68364,NA,42190,NA,56509,NA,78729,NA,120821,NA,108976,NA,44819,87000,JNTUH
MRCW,"MALLA REDDY ENGG COLLEGE
FOR WOMEN (AUTONOMOUS)",MAISAMMAGUDA,MDL,GIRLS,PVT,2008,ECE,,NA,50050,NA,109811,NA,84668,NA,70679,NA,84341,NA,110619,NA,121354,NA,120089,NA,59015,87000,JNTUH
MRCW,"MALLA REDDY ENGG COLLEGE
FOR WOMEN (AUTONOMOUS)",MAISAMMAGUDA,MDL,GIRLS,PVT,2008,EEE,,NA,46593,NA,110911,NA,110829,NA,46593,NA,114873,NA,46593,NA,46593,NA,120788,NA,76145,87000,JNTUH
MRCW,"MALLA REDDY ENGG COLLEGE
FOR WOMEN (AUTONOMOUS)",MAISAMMAGUDA,MDL,GIRLS,PVT,2008,INF,,NA,37471,NA,113698,NA,58074,NA,37471,NA,50372,NA,101971,NA,121082,NA,120895,NA,44961,87000,JNTUH
MREC,"MALLAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2002,AIM,,28056,31223,67045,73331,45444,75342,28056,31223,44677,59512,65014,65014,100142,100142,76817,95043,35988,35988,103000,JNTUH
MREC,"MALLAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2002,CIV,,44293,62027,118401,118401,119718,119718,44293,62027,93102,113917,104447,104447,96935,117298,120112,120112,93624,93624,103000,JNTUH
MREC,"MALLAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2002,CSC,,31787,37535,64743,111730,52774,59524,63396,63396,47662,59053,66137,68106,98096,119772,76479,118912,35015,37535,103000,JNTUH
MREC,"MALLAREDDY ENGINEERING
COLLEGE (AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2002,CSD,,26319,27985,62838,81436,42496,43314,26319,27985,37292,45365,62617,88273,78748,113438,68714,108033,26666,28093,103000,JNTUH
